PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
2015-10-16T14:04:04.000Z,".
@MichaelWolffNYC
 on WildWest of TV Metrics, the 
@Rentrak
 @comScore
 merger & the NewWar on Nielsen: Smart 
@THR
 piece http://bit.ly/1VSLAM9",,2,
2015-10-14T21:15:57.000Z,http://tinyurl.com/o7z7gmb Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger,,,
2015-10-14T15:20:32.000Z,"#Nielsen ups #mobile measurement to top European markets in midst of Rentrak/comScore merger http://buff.ly/1k1a9L4 via 
@TheDrum",,,
2015-10-13T19:56:01.000Z,"#Nielsen ups #mobilemeasurement to top European markets in midst of Rentrak/comScore merger - http://bit.ly/1L91Sxz via 
@TheDrum",,,
2015-10-13T09:23:05.000Z,"Nielsen ups mobile measurement to top European markets in midst of Rentrak/comScore merger http://thedrum.com/news/2015/10/12/another-step-forward-digital-accountability-nielsen-ups-mobile-measurement-top… via 
@TheDrum",,,
2015-10-13T07:05:06.000Z,Nielsen ups mobile measurement to top European markets in midst of Rentrak/comScore merger http://buff.ly/1WXV4Ik #mediaresearch,,,1
2015-10-12T17:40:39.000Z,"Rentrak And comScore To Merge Creating Broad Media Measurement Firm: 
Merger driven in part by mobile and chan... http://bit.ly/1NCaj8v",,,
2015-10-12T14:19:17.000Z,"Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger - comScore, Inc http://bit.ly/1Zv1FfH",,,
2015-10-12T09:02:04.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/TdtoU",1,,
2015-10-12T09:02:04.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/TdtoU",,,
2015-10-12T09:02:03.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/TdtoU",,,
2015-10-12T06:35:15.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. RBDR http://ow.ly/TdGa4",,,
2015-10-12T06:35:15.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. RBDR http://ow.ly/TdGa7",,,
2015-10-12T06:35:15.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. RBDR http://ow.ly/TdGaa",,,1
2015-10-11T15:02:10.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/TdsEn",,,
2015-10-11T15:02:10.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/TdsEs",,,
2015-10-11T15:02:10.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/TdsEl",,,
2015-10-11T13:35:22.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. RBDR http://ow.ly/TdG6J",,1,
2015-10-11T13:35:22.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. RBDR http://ow.ly/TdG6H",,,
2015-10-11T13:35:22.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. RBDR http://ow.ly/TdG6K",,,
2015-10-10T19:23:46.000Z,Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger http://feedproxy.google.com/~r/comscore/ipad/~3/ivw8Qc9a7Ow/Media-Industry-Demonstrates-Broad-Support-for-the-Announcement-of-a-comScore-and-Rentrak-Merger…,,,
2015-10-10T15:02:08.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/Tds9B",,,
2015-10-10T15:02:08.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/Tds9E",,,
2015-10-10T15:02:07.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/Tds9C",,,
2015-10-10T14:35:19.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. RBDR http://ow.ly/TdG3l",,,
2015-10-10T14:35:19.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. RBDR http://ow.ly/TdG3e",,,
2015-10-10T14:35:19.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. RBDR http://ow.ly/TdG3h",,,
2015-10-09T22:01:10.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. 10.9.15 RBDR http://ow.ly/TdFWc",,,
2015-10-09T22:01:10.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. 10.9.15 RBDR http://ow.ly/TdFWh",,,
2015-10-09T22:01:10.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. 10.9.15 RBDR http://ow.ly/TdFWe",,,
2015-10-09T19:01:18.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/TdxDT",,,
2015-10-09T19:01:18.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/TdxE3",,,
2015-10-09T19:01:18.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. RBDR: http://ow.ly/TdxDX",,,
2015-10-09T18:30:42.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. 10.9.15 RBDR http://ow.ly/TdFOQ",,,
2015-10-09T18:30:42.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. 10.9.15 RBDR http://ow.ly/TdFOS",,,
2015-10-09T18:30:41.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. 10.9.15 RBDR http://ow.ly/TdFOO",,,
2015-10-09T16:30:18.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. 10.9.15 RBDR http://ow.ly/TdFaP",,,
2015-10-09T16:30:18.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. 10.9.15 RBDR http://ow.ly/TdFaS",,,
2015-10-09T16:30:17.000Z,"Benefits from 
@comScore
 - 
@Rentrak
 merger, say 
@WallStreet
 analysts: #TV coverage, Xmedia measurement. 10.9.15 RBDR http://ow.ly/TdFaR",,,
2015-10-09T16:05:21.000Z,"Some #Wall Street analysts think very highly of 
@comScore
/
@Rentrak
 merger. 10.9.2015 RBDR: http://ow.ly/TdBQi @OppFunds",,,
2015-10-09T16:05:21.000Z,"Some #Wall Street analysts think very highly of 
@comScore
/
@Rentrak
 merger. 10.9.2015 RBDR: http://ow.ly/TdvWI @OppFunds",,,
2015-10-09T16:05:20.000Z,"Some #Wall Street analysts think very highly of 
@comScore
/
@Rentrak
 merger. 10.9.2015 RBDR: http://ow.ly/TdBQn @OppFunds",,,
2015-10-08T22:30:17.000Z,"In #US, #Media Industry Demonstrates Broad Support for the Announcement of a 
@comScore
 and 
@Rentrak
 #Merger http://ow.ly/TbNti #measure",,2,2
2015-10-08T16:41:13.000Z,"Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger  - via 
@comScore
 http://bit.ly/1Zh6HfB",,,
2015-10-08T16:28:25.000Z,Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger http://bit.ly/1OnSSZb,,3,4
2015-10-08T15:52:08.000Z,Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger http://bit.ly/1OnQAcx,,,
2015-10-08T15:52:08.000Z,Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger http://bit.ly/1hszImB,,,
2015-10-08T15:29:36.000Z,"$RENT Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger
From our Stock News Alerts App",,,
2015-10-08T14:24:42.000Z,"ORLY
Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger http://prn.to/1VGEKi2 $SCOR $RENTMedia Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger
/PRNewswire/ -- comScore, Inc. (NASDAQ: SCOR) and Rentrak Corporation (NASDAQ: RENT) today announced that clients and the media industry are demonstrating...
prnewswire.com",,,
2015-10-08T13:48:30.000Z,"Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger  - via 
@comScoreMedia Industry Demonstrates Broad Support for the Announcement of a Comscore and Rentrak Merger
Comscore, Inc. (NASDAQ: SCOR) and Rentrak Corporation (NASDAQ: RENT) today announced that clients and the media industry are demonstrating broad support for the announcement of the merger of Comscore...
comscore.com",,,1
2015-10-08T13:33:22.000Z,"Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger  - via 
@comScore
 http://bit.ly/1NpHXOF",,,
2015-10-08T13:31:29.000Z,Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger http://bit.ly/1hsl0Mj,,,
2015-10-08T13:29:57.000Z,Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger http://bit.ly/1OnGVTy,,,
2015-10-08T13:19:15.000Z,"Media Industry Demonstrates Broad Support for the Announcement of a comScore and 
@Rentrak
 Merger. Read more: http://cmsc.re/TaoiK",,4,1
2015-10-08T13:15:39.000Z,Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger http://netvib.es/p/D9pH,,,
2015-10-08T13:06:36.000Z,"$SCOR Media Industry Demonstrates Broad Support for the Announcement of a comScore and Rentrak Merger
From our Stock News Alerts App",,,
2015-10-07T16:33:23.000Z,"RT ACA_tweets .comScore & Rentrak merger: together they will bring #digital & #TV measurement, via Marketing_Mag http://ow.ly/T7GAa",,,
2015-10-07T16:30:28.000Z,".
@comScore
 & 
@Rentrak
 merger: together they will bring #digital & #TV measurement, via 
@Marketing_Mag
 http://ow.ly/T7GAa",,,
2015-10-07T15:12:56.000Z,"Beet Video: 
@comScore
 + 
@Rentrak
 Merger “Nice,” But Won’t Replace 
@Nielsen
, 
@TeamMediaocean
 ’s 
@billwise
 http://beet.tv/2015/10/bill-wise.html#.VhU17yZt-sE.twitter…",,2,2
2015-10-06T11:48:05.000Z,ComScore and Rentrak Strike Merger Deal,,,
2015-10-06T09:01:44.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28Fu",,,
2015-10-06T07:01:32.000Z,"Should 
@Nielsen
 be worried about the 
@comScore
/
@Rentrak
 merger? A key #WallStreet analyst says ""no,"" details in 
@RBDRfromRFL
...",,,
2015-10-06T05:10:02.000Z,Rentrak - comScore merger may be game changer in cross platform measurement http://broadcastingcable.com/news/currency/rentrak-comscore-combo-turns-heat-nielsen/144688… #media #content,1,1,
2015-10-06T04:30:50.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28BG",,,
2015-10-06T04:30:50.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28BD",,,
2015-10-06T04:30:50.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28BA",,,
2015-10-06T01:30:53.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28yD",,,
2015-10-05T22:30:55.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28u3",,,
2015-10-05T22:30:54.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28tF",,,
2015-10-05T22:30:54.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28u1",,,
2015-10-05T19:30:50.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28oH",,,
2015-10-05T19:30:49.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28oG",,1,
2015-10-05T19:30:49.000Z,"A #WallStreet analyst says #Nielsen needn't worry about the 
@comScore
/
@Rentrak
 merger. See why on 
@RBDRfromRFL
: http://ow.ly/T28oE",,,
2015-10-05T19:22:47.000Z,"As media execs celebrate 
@rentrak
 @comscore
 merger, they should never forget what they did with Gail Metzger and his SMART initiative.",,,
2015-10-05T17:31:36.000Z,"ComScore’s CEO On What The Rentrak Merger Means http://adexchanger.com/ad-exchange-news/comscores-ceo-on-what-the-rentrak-merger-means/… 
@AdExchanger",,,
2015-10-05T17:30:35.000Z,"Should 
@Nielsen
 be worried about the 
@comScore
/
@Rentrak
 merger? A key #WallStreet analyst says ""no,"" details in 
@RBDRfromRFL
...",,,
2015-10-05T15:54:23.000Z,Media buyers happy to have comScore Rentrak merger as a counter to Nielsen monopoly http://on.wsj.com/1L1IDDT,,1,2
2015-10-05T15:50:07.000Z,"@Rentrak
  and Comscore merger...  https://comscore.com/Insights/Blog/comScore-and-Rentrak-to-Merge…",,,
2015-10-05T15:37:33.000Z,#Rentrak and #Comscore merger may be a defining moment for the TV advertising business as its migrating off legacy measurement currencies,,,
2015-10-05T13:05:51.000Z,". 
@NYTimes
: “ComScore and Rentrak Strike Merger Deal” including comment from 
@katesirkin
 http://nytimes.com/2015/09/30/business/media/comscore-and-rentrak-strike-merger-deal.html?partner=rss&_r=1&emc=rss…",,,
2015-10-05T13:05:08.000Z,"Spoke with 
@VranicaWSJ
 about the ComScore-Rentrak merger. http://wsj.com/articles/media-industry-welcomes-comscore-rentrak-deal-1443817114…",,,
2015-10-05T12:38:19.000Z,ComScore’s CEO On What The Rentrak Merger Means https://lnkd.in/esxJqkg,,,
2015-10-05T10:36:50.000Z,"Beet Video:  Irwin Gotlieb on 
@comScore
 + 
@Rentrak
 Merger: “It’s Time for an Alternative Approach” http://beet.tv/2015/10/rentrak-2.html#.VhJSg8oxbH8.twitter…",,,
2015-10-05T06:50:25.000Z,"Merger between 
@comScore
 & 
@Rentrak
 needs to take into account 2 other #MRx behemoths. RBDR http://ow.ly/SXjxG 
@Kantar
 @Nielsen",,,
2015-10-05T06:50:25.000Z,"Merger between 
@comScore
 & 
@Rentrak
 needs to take into account 2 other #MRx behemoths. RBDR http://ow.ly/SXjxB 
@Kantar
 @Nielsen",,,
2015-10-05T06:50:25.000Z,"Merger between 
@comScore
 & 
@Rentrak
 needs to take into account 2 other #MRx behemoths. RBDR http://ow.ly/SXjxE 
@Kantar
 @Nielsen",,,
2015-10-04T18:59:01.000Z,"Reston-based 
@comScore
 and digital media measurement & research company 
@Rentrak
 will combine operations in merger http://bizj.us/1jgc1s",,,
2015-10-04T13:20:22.000Z,Irwin Gotlieb on comScore + Rentrak Merger: “It’s Time for an Alternative Approach” | http://Beet.TV: http://beet.tv/2015/10/rentrak-2.html#.VhEnjjWyGg8.twitter…,,,
2015-10-04T12:31:07.000Z,"Merger between 
@comScore
 & 
@Rentrak
 needs to take into account 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SXjtW 
@Kantar
 @Nielsen",,,
2015-10-04T12:31:07.000Z,"Merger between 
@comScore
 & 
@Rentrak
 needs to take into account 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SXjtU 
@Kantar
 @Nielsen",,,
2015-10-04T12:31:07.000Z,"Merger between 
@comScore
 & 
@Rentrak
 needs to take into account 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SXjtY 
@Kantar
 @Nielsen",,,
2015-10-03T22:40:08.000Z,ComScore and Rentrak Strike Merger Deal #reputation #reputation management #appsdeveloper http://webogi.com/6K5.hM,,,
2015-10-03T22:04:06.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"": http://jo.tt/9DdvVSYow7E #news",,,
2015-10-03T04:11:58.000Z,Huff Supports Rentrak / comScore Merger https://lnkd.in/etwy7F8,,,
2015-10-03T03:56:24.000Z,ComScore’s CEO On What The Rentrak Merger Means https://lnkd.in/ebm47KJ,,,
2015-10-02T21:26:07.000Z,"Take a peek at the 10/5 cover, feat. story on the 
@Rentrak
 / 
@comScore
 merger http://bit.ly/13vBOC",,1,
2015-10-02T20:32:28.000Z,"Who's right? 
@adage
 says media/marketing biz doesn't care about 
@comScore
 @Rentrak
 merger, but 
@wsjCMO
 says media industry ""welcomes"" it",,,1
2015-10-02T19:18:26.000Z,A merger between comScore and Rentrak makes the news http://thevideoink.com/features/opinion/comscorerentrak-merger-ushers-rising-tide-audience-measurement/#.Vg7YfnYCEFU.twitter…,,,
2015-10-02T18:32:10.000Z,comScore + Rentrak. What does this merger mean for marketers? Learn more here: http://bit.ly/1OMur7M,,,
2015-10-02T17:00:07.000Z,"Irwin Gotlieb on the 
@comScore
 @Rentrak
 merger, via 
@Beet_TV
: http://beet.tv/2015/10/rentrak-2.html…",,1,2
2015-10-02T16:26:26.000Z,"+ #analytics comScore RT RossMartin1: The merger of Rentrak + comScore ""paves the way for innovation in cross platform measurement"" - Colle…",,,
2015-10-02T15:57:01.000Z,ComScore - Investment Remains Risky Despite Strategically Sound Merger With Rentrak http://seekingalpha.com/article/3545626-comscore-investment-remains-risky-despite-strategically-sound-merger-with-rentrak?source=feed_f… $GOOG #GOOGLE $NLSN $RENT,,,
2015-10-02T15:49:05.000Z,"The merger of 
@Rentrak
 + 
@comScore
 ""paves the way for innovation in cross platform measurement"" - 
@ColleenFahyRush
 @Viacom
 #datascience",,5,2
2015-10-02T15:15:10.000Z,"This Week in Publishing: Social News App Nuzzel, ComScore-Rentrak Merger, Shift Away From Programmatic, and More http://ow.ly/SWiiO",,,
2015-10-02T14:33:00.000Z,"""ComScore and Rentrak announce merger"" 

http://research-live.com/news/comscore-and-rentrak-announce-merger/4013950.article… #mediaeng #feedly",,,
2015-10-02T12:40:10.000Z,"In #US, 
@comScore
 & 
@Rentrak
 to Merge, Creating Leading Cross-Platform #Measure-ment Company - http://ow.ly/SVONs | #merger 
@SergeMatta",,2,2
2015-10-02T12:25:13.000Z,"Beet Video: Irwin Gotlieb on 
@comScore
 + 
@Rentrak
 Merger 
@GroupMWorldwide
 http://huffingtonpost.com/andy-plesser/video-irwin-gotlieb-on-co_b_8230872.html… via 
@HuffPostMedia",,,
2015-10-02T09:01:22.000Z,"Merger agreement between 
@comScore
 & 
@Rentrak
 should consider 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SU3it 
@Kantar
 @Nielsen",,,
2015-10-02T09:01:22.000Z,"Merger agreement between 
@comScore
 & 
@Rentrak
 should consider 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SU3io 
@Kantar
 @Nielsen",,,
2015-10-02T09:01:22.000Z,"Merger agreement between 
@comScore
 & 
@Rentrak
 should consider 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SU3iq 
@Kantar
 @Nielsen",,,
2015-10-02T08:45:30.000Z,"Beyond obvious of 
@comScore
-
@Rentrak
 merger. 
@Twitter
 revised social service on way? 10.1.15 RBDR http://ow.ly/SU2ja SL7rv",,,
2015-10-02T08:45:30.000Z,"Beyond obvious of 
@comScore
-
@Rentrak
 merger. 
@Twitter
 revised social service on way? 10.1.15 RBDR http://ow.ly/SU2j9 SL7rv",,,
2015-10-02T08:45:30.000Z,"Beyond obvious of 
@comScore
-
@Rentrak
 merger. 
@Twitter
 revised social service on way? 10.1.15 RBDR http://ow.ly/SU2j7 SL7rv",,,
2015-10-02T08:35:37.000Z,(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: “It’s Time for an Alternative Approach” http://lasvegas.thedailydigest.org/2015/10/01/video-irwin-gotlieb-on-comscore-rentrak-merger-its-time-for-an-alternative-approach/…,,,
2015-10-02T07:52:49.000Z,(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: “It’s Time for an Alternative Approach” http://saltlake.thedailydigest.org/2015/10/01/video-irwin-gotlieb-on-comscore-rentrak-merger-its-time-for-an-alternative-approach/…,,,
2015-10-02T07:06:42.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"": The acquisition of… http://s.doyle.media/CKbLYx",,,
2015-10-02T07:01:07.000Z,"Merger agreement between 
@comScore
 & 
@Rentrak
 should consider 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SU3cQ 
@Kantar
 @Nielsen",,,
2015-10-02T07:01:07.000Z,"Merger agreement between 
@comScore
 & 
@Rentrak
 should consider 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SU3cM 
@Kantar
 @Nielsen",,,
2015-10-02T07:01:07.000Z,"Merger agreement between 
@comScore
 & 
@Rentrak
 should consider 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SU3cS 
@Kantar
 @Nielsen",,,
2015-10-02T06:49:11.000Z,"Media Update: (VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://ow.ly/34VEh3",,,
2015-10-02T06:45:27.000Z,"Beyond obvious of 
@comScore
-
@Rentrak
 merger. 
@Twitter
 revised social service on way? 10.1.15 RBDR http://ow.ly/SU2gZ SL7rv",,,
2015-10-02T06:45:27.000Z,"Beyond obvious of 
@comScore
-
@Rentrak
 merger. 
@Twitter
 revised social service on way? 10.1.15 RBDR http://ow.ly/SU2h5 SL7rv",,,
2015-10-02T06:45:27.000Z,"Beyond obvious of 
@comScore
-
@Rentrak
 merger. 
@Twitter
 revised social service on way? 10.1.15 RBDR http://ow.ly/SU2gX SL7rv",,,
2015-10-02T06:43:48.000Z,"#EJUpdate (VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative A... http://huff.to/1iQ73ZC #EJMarketingFirm",,,
2015-10-02T06:43:47.000Z,"HuffingtonPost ▸ (VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://huff.to/1iQfMLn #media",,,
2015-10-02T06:32:48.000Z,(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: “It’s Time for an Alternative Approach” http://austin.thedailydigest.org/2015/10/01/video-irwin-gotlieb-on-comscore-rentrak-merger-its-time-for-an-alternative-approach/…,,,
2015-10-02T06:12:10.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://dlvr.it/CKZV3K",,,
2015-10-02T05:56:02.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://huff.to/1MMjAra",,,
2015-10-02T05:36:27.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach… http://goo.gl/fb/LorAfw",,,
2015-10-02T05:21:14.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"": The acquisition o... http://huff.to/1iQ73ZC",,,
2015-10-02T05:19:30.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://goo.gl/fb/r0Qufk",,,
2015-10-02T05:06:31.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://goo.gl/rYAyHW",,,
2015-10-02T05:03:33.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" - http://feeds2read.com/video-irwin-gotlieb-on-comscore-rentrak-merger-its-time-for-an-alternative-approach/…",,,
2015-10-02T05:00:55.000Z,"Merger agreement between 
@comScore
 & 
@Rentrak
 should consider 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SU39o 
@Kantar
 @Nielsen",,,
2015-10-02T05:00:55.000Z,"Merger agreement between 
@comScore
 & 
@Rentrak
 should consider 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SU39t 
@Kantar
 @Nielsen",,,
2015-10-02T05:00:55.000Z,"Merger agreement between 
@comScore
 & 
@Rentrak
 should consider 2 other #MRx behemoths. 10.1.15 RBDR http://ow.ly/SU39A 
@Kantar
 @Nielsen",,,
2015-10-02T04:48:32.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://ow.ly/34VtC2",,,
2015-10-02T04:48:05.000Z,"#breakingnews #itsToddS #MeanBullCLE #MeanBull (VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" …",,,
2015-10-02T04:47:08.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"": The acquisition o... http://huff.to/1MMjAra",,,
2015-10-02T04:47:00.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://huff.to/1MMjAra",,,
2015-10-02T04:42:01.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://ift.tt/1KZ0nz0",,,
2015-10-02T04:41:25.000Z,"Huffington Post - (VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://feeds.huffingtonpost.com/c/35496/f/677045/s/4a56fc0e/sc/28/l/0L0Shuffingtonpost0N0Candy0Eplesser0Cvideo0Eirwin0Egotlieb0Eon0Eco0Ib0I8230A8720Bhtml/story01.htm…",,,
2015-10-02T04:39:07.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://dlvr.it/CKYPwl",,,
2015-10-02T04:38:46.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://lin.io/Dd9p #money #bullion #gold …",,,
2015-10-02T04:38:07.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://dlvr.it/CKYNdn 
@MickeyBainbridg",,,
2015-10-02T04:38:06.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://dlvr.it/CKYMPq 
@AubreyMason5",,,
2015-10-02T04:38:06.000Z,"(VIDEO) Irwin Gotlieb on comScore + Rentrak Merger: ""It's Time for an Alternative Approach"" http://dlvr.it/CKYP5v 
@AidenJackson01",,,
