PERMNO,date,COMNAM,PRC,VOL,RET,sprtrn
92102,20160418,COMSCORE INC,30.70000,305901,0.036112,0.006541
92102,20160419,COMSCORE INC,31.04000,256835,0.011075,0.003085
92102,20160420,COMSCORE INC,30.72000,450826,-0.010309,0.000762
92102,20160421,COMSCORE INC,31.30000,375122,0.018880,-0.005194
92102,20160422,COMSCORE INC,31.11000,445290,-0.006070,0.000048
92102,20160425,COMSCORE INC,30.30000,357664,-0.026037,-0.001812
92102,20160426,COMSCORE INC,31.19000,372380,0.029373,0.001873
92102,20160427,COMSCORE INC,30.61000,288836,-0.018596,0.001649
92102,20160428,COMSCORE INC,29.88000,503753,-0.023848,-0.009231
92102,20160429,COMSCORE INC,30.62000,527614,0.024766,-0.005063
92102,20160502,COMSCORE INC,30.52000,656435,-0.003266,0.007810
92102,20160503,COMSCORE INC,28.45000,760088,-0.067824,-0.008677
92102,20160504,COMSCORE INC,27.90000,744226,-0.019332,-0.005937
